#{"t_start": 1784595104.3281322, "env_id": "None"}
r,l,t
-169.0,10,0.003574
-104.0,10,0.004836
-43.0,10,0.006068
-45.0,10,0.007285
-184.0,10,0.008511
-91.0,10,0.009774
-164.0,10,0.01103
-76.0,10,0.012251
-116.0,10,0.013458
-107.0,10,0.01466
-11.0,10,0.015877
-113.0,10,0.017093
-41.0,10,0.018399
-32.0,10,0.019622
-197.0,10,0.020842
-178.0,10,0.022053
-78.0,10,0.023254
-77.0,10,0.024452
-182.0,10,0.025646
-105.0,10,0.026888
-208.0,10,0.028092
-112.0,10,0.029335
17.0,10,0.030591
-171.0,10,0.031805
-157.0,10,0.033017
-114.0,10,0.034226
-27.0,10,0.035459
-133.0,10,0.036657
-147.0,10,0.037864
-124.0,10,0.039084
-33.0,10,0.040301
-79.0,10,0.0415
-115.0,10,0.042705
-52.0,10,0.043922
45.0,10,0.045125
-135.0,10,0.046329
-149.0,10,0.047525
-131.0,10,0.048739
-32.0,10,0.04994
-141.0,10,0.051143
-113.0,10,0.05235
-178.0,10,0.053545
-92.0,10,0.054739
-109.0,10,0.055939
-23.0,10,0.057145
-129.0,10,0.058346
-57.0,10,0.059553
-61.0,10,0.060764
-106.0,10,0.061963
-21.0,10,0.063184
-95.0,10,0.064418
-110.0,10,0.065652
-143.0,10,0.066854
-117.0,10,0.068052
-196.0,10,0.069259
-63.0,10,0.070462
-112.0,10,0.071659
-173.0,10,0.072865
-71.0,10,0.074089
-31.0,10,0.075318
-146.0,10,0.076541
-151.0,10,0.077756
-31.0,10,0.078967
-113.0,10,0.08017
-30.0,10,0.081379
-172.0,10,0.082589
-98.0,10,0.083791
-3.0,10,0.084994
-56.0,10,0.086196
-79.0,10,0.087393
-79.0,10,0.088611
-205.0,10,0.08981
-279.0,10,0.091012
-74.0,10,0.092213
-104.0,10,0.093413
4.0,10,0.094609
26.0,10,0.095808
-271.0,10,0.097068
-147.0,10,0.098296
-4.0,10,0.099494
-215.0,10,0.100704
-47.0,10,0.101913
-84.0,10,0.103117
-175.0,10,0.104316
-66.0,10,0.105519
-110.0,10,0.106725
-56.0,10,0.107947
-171.0,10,0.109159
-190.0,10,0.110375
-74.0,10,0.111576
-68.0,10,0.112789
-176.0,10,0.113993
-202.0,10,0.115209
-56.0,10,0.116414
-72.0,10,0.117616
-34.0,10,0.11881
-39.0,10,0.120007
8.0,10,0.12122
-101.0,10,0.122414
-111.0,10,0.123614
24.0,10,0.124813
-83.0,10,0.126036
-180.0,10,0.127243
-76.0,10,0.128453
-174.0,10,0.129674
-49.0,10,0.130894
-154.0,10,0.132108
-31.0,10,0.133321
-281.0,10,0.134521
