#{"t_start": 1784595139.65108, "env_id": "None"}
r,l,t
-133.0,10,0.003074
-113.0,10,0.004325
-177.0,10,0.005551
-70.0,10,0.006765
-31.0,10,0.007975
20.0,10,0.009185
-41.0,10,0.010399
-134.0,10,0.011624
-10.0,10,0.012832
-173.0,10,0.014067
-132.0,10,0.015275
-86.0,10,0.016479
-148.0,10,0.017684
-49.0,10,0.018888
17.0,10,0.020087
-216.0,10,0.021292
-166.0,10,0.022495
-108.0,10,0.023696
-88.0,10,0.024894
-57.0,10,0.026102
-96.0,10,0.027307
-106.0,10,0.028522
-146.0,10,0.029726
-254.0,10,0.03092
-89.0,10,0.032115
-138.0,10,0.033317
-88.0,10,0.034515
-97.0,10,0.035719
-136.0,10,0.03696
-118.0,10,0.038157
-109.0,10,0.039354
-135.0,10,0.040573
-159.0,10,0.0418
-82.0,10,0.043015
-8.0,10,0.044221
-83.0,10,0.045428
-68.0,10,0.046627
-54.0,10,0.047821
-37.0,10,0.049021
-108.0,10,0.050213
-14.0,10,0.051399
-141.0,10,0.052599
-133.0,10,0.053794
-93.0,10,0.055005
-201.0,10,0.056204
-131.0,10,0.057405
-4.0,10,0.058596
-133.0,10,0.059799
-149.0,10,0.061007
3.0,10,0.062242
-137.0,10,0.063453
-104.0,10,0.064647
-87.0,10,0.065841
-67.0,10,0.067052
-27.0,10,0.06826
-75.0,10,0.069453
-72.0,10,0.070649
-10.0,10,0.071851
-38.0,10,0.073045
-40.0,10,0.074302
-141.0,10,0.075538
7.0,10,0.07673
-142.0,10,0.077927
-51.0,10,0.079125
-19.0,10,0.080317
-24.0,10,0.081521
-226.0,10,0.082726
-4.0,10,0.083924
-95.0,10,0.085119
-150.0,10,0.086311
-64.0,10,0.087507
-168.0,10,0.088714
-60.0,10,0.089913
-172.0,10,0.091101
-121.0,10,0.092305
-176.0,10,0.093493
-61.0,10,0.094685
-105.0,10,0.095883
-51.0,10,0.097076
-148.0,10,0.098275
-134.0,10,0.099475
-47.0,10,0.100672
-147.0,10,0.101899
-179.0,10,0.103092
-94.0,10,0.104287
-89.0,10,0.105479
-36.0,10,0.1067
-203.0,10,0.107969
19.0,10,0.109165
-34.0,10,0.11037
-35.0,10,0.111562
16.0,10,0.11277
-21.0,10,0.113964
-154.0,10,0.115169
-61.0,10,0.116363
-103.0,10,0.117595
-207.0,10,0.118786
-66.0,10,0.119983
-33.0,10,0.121195
-168.0,10,0.12242
-236.0,10,0.123623
-104.0,10,0.124816
-217.0,10,0.126019
-62.0,10,0.127231
-303.0,10,0.128428
-122.0,10,0.129625
-34.0,10,0.130819
-261.0,10,0.13202
-99.0,10,0.133209
-66.0,10,0.134404
-8.0,10,0.135601
-106.0,10,0.136792
-135.0,10,0.137981
-171.0,10,0.139172
-76.0,10,0.140385
-204.0,10,0.141634
-97.0,10,0.142832
-121.0,10,0.14403
-157.0,10,0.145235
-101.0,10,0.146437
-105.0,10,0.147646
-32.0,10,0.148841
-121.0,10,0.150042
-62.0,10,0.151239
-130.0,10,0.152452
-124.0,10,0.153646
-76.0,10,0.154855
-229.0,10,0.156047
-198.0,10,0.157244
-119.0,10,0.158442
-149.0,10,0.159646
2.0,10,0.160842
-171.0,10,0.162065
-191.0,10,0.163256
-99.0,10,0.164446
-116.0,10,0.165647
-120.0,10,0.166866
-76.0,10,0.168067
-172.0,10,0.169268
-91.0,10,0.170467
-94.0,10,0.171667
-134.0,10,0.172864
-59.0,10,0.17409
-163.0,10,0.175322
-161.0,10,0.17654
54.0,10,0.177738
-173.0,10,0.17893
-96.0,10,0.180124
-157.0,10,0.181324
-164.0,10,0.182523
-183.0,10,0.183713
-18.0,10,0.184918
-70.0,10,0.186109
-189.0,10,0.187305
74.0,10,0.188515
-76.0,10,0.189712
-142.0,10,0.19094
-181.0,10,0.192137
-51.0,10,0.193332
-186.0,10,0.194528
-107.0,10,0.195726
-79.0,10,0.196922
-241.0,10,0.198117
-26.0,10,0.199325
-82.0,10,0.200516
-206.0,10,0.201724
-116.0,10,0.20292
-128.0,10,0.204121
-163.0,10,0.205311
-19.0,10,0.206502
-124.0,10,0.207745
-231.0,10,0.208973
-18.0,10,0.210178
-99.0,10,0.211391
-166.0,10,0.212588
-248.0,10,0.213778
-55.0,10,0.214966
-60.0,10,0.216164
-37.0,10,0.217359
-41.0,10,0.218561
-135.0,10,0.219756
-79.0,10,0.220949
-164.0,10,0.222149
-42.0,10,0.223351
-155.0,10,0.22457
-196.0,10,0.225785
-94.0,10,0.226982
-161.0,10,0.22818
-121.0,10,0.229383
-25.0,10,0.230575
-60.0,10,0.231771
-197.0,10,0.232984
-192.0,10,0.234188
-137.0,10,0.235378
-151.0,10,0.236574
-103.0,10,0.237784
-63.0,10,0.238974
-25.0,10,0.240198
-36.0,10,0.241469
-117.0,10,0.242672
-78.0,10,0.243867
-129.0,10,0.245073
-71.0,10,0.246262
-106.0,10,0.247457
-119.0,10,0.511101
-28.0,10,0.512399
10.0,10,0.51365
-43.0,10,0.514898
-37.0,10,0.516138
-307.0,10,0.517379
-99.0,10,0.518622
-174.0,10,0.519834
-76.0,10,0.521059
-72.0,10,0.522266
-65.0,10,0.523472
-161.0,10,0.524676
-82.0,10,0.525887
-40.0,10,0.527097
32.0,10,0.528299
-111.0,10,0.529509
-59.0,10,0.53072
-107.0,10,0.531928
-229.0,10,0.533147
-146.0,10,0.534355
9.0,10,0.53559
-56.0,10,0.536795
-84.0,10,0.538006
-117.0,10,0.539203
49.0,10,0.540466
-198.0,10,0.541675
-86.0,10,0.542891
-9.0,10,0.544105
-154.0,10,0.545328
-218.0,10,0.54654
-67.0,10,0.547748
-98.0,10,0.548963
-82.0,10,0.550179
-111.0,10,0.551404
-75.0,10,0.552623
-77.0,10,0.553829
-141.0,10,0.555063
-78.0,10,0.556275
-73.0,10,0.557541
-124.0,10,0.558753
9.0,10,0.559956
-26.0,10,0.561175
-82.0,10,0.562387
-285.0,10,0.563593
-131.0,10,0.564802
-65.0,10,0.566007
0.0,10,0.567237
-32.0,10,0.568444
-112.0,10,0.569654
-182.0,10,0.570857
62.0,10,0.572063
-19.0,10,0.573309
-11.0,10,0.574547
-72.0,10,0.575749
-76.0,10,0.576953
-81.0,10,0.578158
-19.0,10,0.579362
-79.0,10,0.580562
-253.0,10,0.581787
-168.0,10,0.582991
-16.0,10,0.584186
-46.0,10,0.585385
-192.0,10,0.586594
42.0,10,0.587805
-109.0,10,0.589005
-109.0,10,0.590222
-22.0,10,0.591446
-216.0,10,0.592644
-73.0,10,0.593853
-249.0,10,0.595062
-123.0,10,0.596268
-165.0,10,0.597465
-61.0,10,0.598668
-19.0,10,0.599875
-186.0,10,0.601099
-52.0,10,0.6023
-87.0,10,0.603517
-179.0,10,0.60472
-57.0,10,0.605923
-87.0,10,0.607124
-9.0,10,0.608371
-89.0,10,0.609572
-28.0,10,0.610798
-121.0,10,0.612006
-48.0,10,0.613208
-13.0,10,0.61441
-60.0,10,0.615626
94.0,10,0.616842
-196.0,10,0.618046
-37.0,10,0.619254
-75.0,10,0.620453
-74.0,10,0.621689
-44.0,10,0.622935
-99.0,10,0.624141
-157.0,10,0.625364
-71.0,10,0.626568
-62.0,10,0.62777
-130.0,10,0.628976
-89.0,10,0.630174
-112.0,10,0.631367
-103.0,10,0.632571
-74.0,10,0.633782
-99.0,10,0.634992
-152.0,10,0.636202
-131.0,10,0.637409
-170.0,10,0.638627
45.0,10,0.639828
-119.0,10,0.641069
-21.0,10,0.642274
-136.0,10,0.643479
-69.0,10,0.644682
-166.0,10,0.645883
-31.0,10,0.647083
-11.0,10,0.648287
-104.0,10,0.64949
-164.0,10,0.650703
-99.0,10,0.651921
3.0,10,0.653142
-44.0,10,0.65435
-133.0,10,0.655555
-34.0,10,0.656757
-52.0,10,0.657967
-99.0,10,0.659164
-150.0,10,0.660371
-142.0,10,0.661574
