#{"t_start": 1784594972.020052, "env_id": "None"}
r,l,t
-71.0,10,0.001924
-159.0,10,0.002277
-14.0,10,0.002621
-129.0,10,0.002933
-62.0,10,0.003621
-74.0,10,0.003973
-156.0,10,0.004319
-44.0,10,0.004632
-87.0,10,0.00523
-109.0,10,0.005543
-99.0,10,0.005875
-79.0,10,0.006196
-166.0,10,0.006785
-36.0,10,0.007099
-145.0,10,0.007427
-211.0,10,0.007755
-186.0,10,0.008366
-133.0,10,0.008687
-118.0,10,0.009018
-157.0,10,0.009339
-114.0,10,0.009913
-96.0,10,0.010228
-37.0,10,0.010558
-3.0,10,0.010876
-226.0,10,0.011433
-86.0,10,0.011762
-108.0,10,0.01212
-223.0,10,0.01245
4.0,10,0.013038
-151.0,10,0.013361
28.0,10,0.013709
-106.0,10,0.014027
-54.0,10,0.014593
-85.0,10,0.014923
-264.0,10,0.01526
-10.0,10,0.015577
-2.0,10,0.016145
-86.0,10,0.016471
-123.0,10,0.016811
-32.0,10,0.017125
-115.0,10,0.017753
-74.0,10,0.018101
-148.0,10,0.018462
-241.0,10,0.018791
-20.0,10,0.019373
-113.0,10,0.019704
-9.0,10,0.020046
-176.0,10,0.020364
-157.0,10,0.020979
31.0,10,0.021324
-137.0,10,0.021748
-86.0,10,0.022072
-208.0,10,0.022664
-225.0,10,0.023005
-220.0,10,0.023345
-72.0,10,0.023663
-89.0,10,0.024232
-74.0,10,0.024554
-122.0,10,0.024909
-259.0,10,0.025229
-152.0,10,0.025815
-141.0,10,0.026137
-88.0,10,0.026477
-196.0,10,0.026798
-63.0,10,0.027389
-39.0,10,0.02771
-231.0,10,0.028065
-155.0,10,0.028404
-69.0,10,0.029073
-66.0,10,0.029403
-200.0,10,0.029746
-99.0,10,0.030072
-108.0,10,0.030715
-31.0,10,0.031038
-121.0,10,0.031386
-54.0,10,0.031701
-79.0,10,0.032318
-179.0,10,0.032639
-230.0,10,0.032968
-69.0,10,0.033304
-6.0,10,0.033885
-60.0,10,0.034237
-102.0,10,0.034601
-171.0,10,0.034932
-258.0,10,0.035499
-27.0,10,0.035819
-83.0,10,0.036162
-23.0,10,0.036486
-256.0,10,0.037088
-122.0,10,0.037405
-49.0,10,0.037764
-136.0,10,0.038109
-21.0,10,0.038671
-9.0,10,0.038999
-98.0,10,0.039354
-12.0,10,0.039689
-215.0,10,0.040294
3.0,10,0.040619
1.0,10,0.040963
42.0,10,0.041292
19.0,10,0.043371
-119.0,10,0.044939
-226.0,10,0.047094
-139.0,10,0.048767
-142.0,10,0.051287
-168.0,10,0.052913
-14.0,10,0.054919
-41.0,10,0.056508
-77.0,10,0.058905
-114.0,10,0.060399
-71.0,10,0.062353
-35.0,10,0.063859
-239.0,10,0.066204
-166.0,10,0.06766
-130.0,10,0.069727
-126.0,10,0.071262
19.0,10,0.073789
-146.0,10,0.07524
-89.0,10,0.077218
-19.0,10,0.078844
-148.0,10,0.081104
-6.0,10,0.082598
-17.0,10,0.084691
-147.0,10,0.08622
-16.0,10,0.088752
-99.0,10,0.090423
-104.0,10,0.092486
-80.0,10,0.094203
21.0,10,0.096513
-86.0,10,0.098011
-106.0,10,0.100046
-152.0,10,0.101646
-89.0,10,0.103975
-16.0,10,0.105363
-87.0,10,0.10735
-15.0,10,0.109014
-184.0,10,0.111315
24.0,10,0.112834
-110.0,10,0.114964
-25.0,10,0.116452
-119.0,10,0.118887
-5.0,10,0.120371
-99.0,10,0.122355
-84.0,10,0.124103
-61.0,10,0.126613
-86.0,10,0.1282
-107.0,10,0.130187
-253.0,10,0.131743
-112.0,10,0.134181
6.0,10,0.135792
-109.0,10,0.138036
-117.0,10,0.139652
-93.0,10,0.14223
-182.0,10,0.143807
-60.0,10,0.145839
-87.0,10,0.147387
-28.0,10,0.149769
-127.0,10,0.151267
-61.0,10,0.153382
-52.0,10,0.154977
-127.0,10,0.157309
-245.0,10,0.158825
21.0,10,0.161002
-69.0,10,0.162436
-53.0,10,0.164892
