#{"t_start": 1784595017.6560361, "env_id": "None"}
r,l,t
-232.0,10,0.001856
-124.0,10,0.002214
-22.0,10,0.002564
-145.0,10,0.002885
-118.0,10,0.003486
-291.0,10,0.003806
-115.0,10,0.004141
-118.0,10,0.004457
-29.0,10,0.005069
-32.0,10,0.005417
-27.0,10,0.00578
-124.0,10,0.006103
-75.0,10,0.006703
-130.0,10,0.00703
-14.0,10,0.00737
-59.0,10,0.007687
-71.0,10,0.008256
44.0,10,0.008577
-87.0,10,0.008911
-77.0,10,0.009231
-119.0,10,0.009815
-80.0,10,0.010149
-70.0,10,0.010482
-66.0,10,0.010799
-98.0,10,0.011339
-220.0,10,0.01166
-224.0,10,0.011996
-141.0,10,0.012314
-37.0,10,0.012868
-94.0,10,0.013187
-114.0,10,0.013524
-169.0,10,0.013845
-44.0,10,0.014417
-119.0,10,0.014742
-16.0,10,0.015085
-85.0,10,0.015403
-136.0,10,0.016035
-158.0,10,0.016355
-76.0,10,0.016691
-114.0,10,0.017008
-165.0,10,0.017593
-45.0,10,0.017933
-162.0,10,0.018292
-121.0,10,0.018623
-72.0,10,0.019188
-165.0,10,0.01951
-216.0,10,0.019847
-7.0,10,0.020168
-136.0,10,0.020742
-229.0,10,0.021066
-201.0,10,0.021495
-99.0,10,0.021832
-216.0,10,0.022399
-34.0,10,0.022724
-119.0,10,0.023063
-137.0,10,0.023383
-129.0,10,0.023936
-154.0,10,0.024257
-41.0,10,0.024594
-186.0,10,0.024914
-1.0,10,0.025489
-16.0,10,0.025809
-132.0,10,0.026146
-202.0,10,0.026465
-112.0,10,0.027033
-149.0,10,0.027375
-107.0,10,0.027713
-17.0,10,0.028033
-93.0,10,0.028641
-131.0,10,0.02897
-59.0,10,0.02931
-134.0,10,0.029633
-28.0,10,0.030221
-60.0,10,0.030542
-149.0,10,0.03088
-63.0,10,0.031199
-117.0,10,0.031772
-161.0,10,0.032095
-145.0,10,0.032435
-14.0,10,0.032755
-83.0,10,0.033339
-109.0,10,0.033659
6.0,10,0.033996
-90.0,10,0.034316
-126.0,10,0.034876
-147.0,10,0.035216
