#{"t_start": 1784595065.52112, "env_id": "None"}
r,l,t
-164.0,10,0.031683
-72.0,10,0.032943
-164.0,10,0.034227
-78.0,10,0.035454
-49.0,10,0.036686
-43.0,10,0.037916
66.0,10,0.03917
-47.0,10,0.040401
-149.0,10,0.041649
-106.0,10,0.04287
-117.0,10,0.044092
-46.0,10,0.045321
-113.0,10,0.046532
-144.0,10,0.047762
-141.0,10,0.048989
33.0,10,0.050234
-156.0,10,0.051466
-26.0,10,0.052698
-130.0,10,0.053919
-149.0,10,0.055154
-84.0,10,0.05637
6.0,10,0.057583
-9.0,10,0.058799
-231.0,10,0.060017
-120.0,10,0.061227
-87.0,10,0.062458
-111.0,10,0.06367
-301.0,10,0.064915
-88.0,10,0.06613
-99.0,10,0.067348
-251.0,10,0.068553
-205.0,10,0.069763
-187.0,10,0.070999
-101.0,10,0.072238
-59.0,10,0.073452
28.0,10,0.074679
-112.0,10,0.075945
24.0,10,0.077156
-171.0,10,0.078374
-231.0,10,0.079608
-114.0,10,0.080836
-100.0,10,0.082061
-9.0,10,0.083291
-37.0,10,0.084521
-226.0,10,0.085737
-105.0,10,0.086962
-174.0,10,0.088182
-153.0,10,0.089391
-114.0,10,0.090602
-89.0,10,0.091832
-76.0,10,0.093077
23.0,10,0.094289
-101.0,10,0.095532
-19.0,10,0.096753
-88.0,10,0.097969
-145.0,10,0.099201
-100.0,10,0.100419
-163.0,10,0.10164
-76.0,10,0.102856
-145.0,10,0.104077
-246.0,10,0.10534
-137.0,10,0.106564
-141.0,10,0.107788
-147.0,10,0.109018
-178.0,10,0.110237
-123.0,10,0.111455
-156.0,10,0.112665
-141.0,10,0.113877
-157.0,10,0.115103
-146.0,10,0.116329
-56.0,10,0.117572
-140.0,10,0.11879
-89.0,10,0.119995
-219.0,10,0.121206
-186.0,10,0.122436
-80.0,10,0.12368
-64.0,10,0.124907
-168.0,10,0.126126
-62.0,10,0.127328
-46.0,10,0.128546
-86.0,10,0.129766
-129.0,10,0.130997
-130.0,10,0.132203
-108.0,10,0.133421
-61.0,10,0.134633
-64.0,10,0.135846
-151.0,10,0.137069
-120.0,10,0.138291
-161.0,10,0.139511
-212.0,10,0.140768
-180.0,10,0.141977
3.0,10,0.143187
-85.0,10,0.144412
-209.0,10,0.145634
29.0,10,0.146857
-59.0,10,0.148081
-81.0,10,0.14934
22.0,10,0.150571
-2.0,10,0.151783
-67.0,10,0.153001
-152.0,10,0.15421
-155.0,10,0.155419
-211.0,10,0.156704
-147.0,10,0.157925
-34.0,10,0.15914
-38.0,10,0.160354
-48.0,10,0.161567
-126.0,10,0.162777
-148.0,10,0.16398
-203.0,10,0.165187
-150.0,10,0.166413
-168.0,10,0.167615
-114.0,10,0.168813
-143.0,10,0.170037
-55.0,10,0.171259
-97.0,10,0.172472
-204.0,10,0.173677
-171.0,10,0.174889
-37.0,10,0.176084
-67.0,10,0.177302
-141.0,10,0.178534
-138.0,10,0.179756
-209.0,10,0.180986
-38.0,10,0.182205
-103.0,10,0.183449
-118.0,10,0.184673
-34.0,10,0.185877
-226.0,10,0.187099
-39.0,10,0.18832
-27.0,10,0.189573
-84.0,10,0.190802
-37.0,10,0.192008
-89.0,10,0.19322
-4.0,10,0.194429
-113.0,10,0.195642
-121.0,10,0.196875
-102.0,10,0.198091
-32.0,10,0.199322
-131.0,10,0.200555
-228.0,10,0.201773
-31.0,10,0.202983
-154.0,10,0.204192
-96.0,10,0.205437
-192.0,10,0.206707
-49.0,10,0.20794
-32.0,10,0.209145
-197.0,10,0.210355
-113.0,10,0.211564
-29.0,10,0.212766
-254.0,10,0.213971
-52.0,10,0.215182
-171.0,10,0.216389
-124.0,10,0.217598
-131.0,10,0.21881
-203.0,10,0.22003
-91.0,10,0.221239
-146.0,10,0.222446
-96.0,10,0.223648
-37.0,10,0.224863
-118.0,10,0.226075
-54.0,10,0.227283
-81.0,10,0.228498
-204.0,10,0.229701
-44.0,10,0.230943
-106.0,10,0.232169
-41.0,10,0.233405
-129.0,10,0.234611
-113.0,10,0.235843
-210.0,10,0.237074
-148.0,10,0.238279
-199.0,10,0.239488
-114.0,10,0.240726
-106.0,10,0.241948
-182.0,10,0.243163
-116.0,10,0.244371
-116.0,10,0.245621
-208.0,10,0.246867
-64.0,10,0.248091
-78.0,10,0.249297
-95.0,10,0.250567
-70.0,10,0.251784
-61.0,10,0.253007
-94.0,10,0.254218
-144.0,10,0.255421
-64.0,10,0.256712
-108.0,10,0.257949
61.0,10,0.259188
-22.0,10,0.260503
-6.0,10,0.26179
-190.0,10,0.263031
-14.0,10,0.264281
-112.0,10,0.265596
-88.0,10,0.266857
-3.0,10,0.268182
-2.0,10,0.26947
-159.0,10,0.270713
-112.0,10,0.27197
-149.0,10,0.273276
-13.0,10,0.274526
-206.0,10,0.275848
-48.0,10,0.277152
-213.0,10,0.278396
-37.0,10,0.279642
-14.0,10,0.280962
-88.0,10,0.571645
-136.0,10,0.57298
-189.0,10,0.574228
-124.0,10,0.575459
-155.0,10,0.576685
-14.0,10,0.57792
-54.0,10,0.579138
-159.0,10,0.580349
-151.0,10,0.581566
-32.0,10,0.582806
-61.0,10,0.584066
-116.0,10,0.585315
-84.0,10,0.58656
-120.0,10,0.587836
-192.0,10,0.589065
-69.0,10,0.590277
-226.0,10,0.591491
11.0,10,0.592716
-74.0,10,0.593941
-15.0,10,0.595151
-103.0,10,0.596352
-82.0,10,0.597562
-145.0,10,0.598768
-105.0,10,0.599987
-86.0,10,0.601194
21.0,10,0.602397
16.0,10,0.603603
-127.0,10,0.604807
-81.0,10,0.606014
-30.0,10,0.607248
-194.0,10,0.608466
-104.0,10,0.609676
1.0,10,0.610883
-88.0,10,0.61209
-72.0,10,0.613296
-6.0,10,0.614496
-106.0,10,0.615718
-109.0,10,0.616924
-29.0,10,0.618134
-53.0,10,0.619345
-37.0,10,0.620555
-81.0,10,0.621767
-96.0,10,0.622975
-154.0,10,0.624205
-63.0,10,0.625417
-31.0,10,0.626635
-84.0,10,0.627859
-70.0,10,0.629065
-67.0,10,0.630272
-159.0,10,0.631488
-117.0,10,0.632697
-14.0,10,0.633926
-148.0,10,0.635151
-31.0,10,0.636372
-100.0,10,0.637594
-153.0,10,0.638853
-121.0,10,0.640076
-74.0,10,0.641308
-138.0,10,0.64253
-187.0,10,0.643738
-83.0,10,0.644942
-71.0,10,0.646149
-114.0,10,0.647378
-114.0,10,0.648603
-79.0,10,0.649806
-148.0,10,0.651021
-46.0,10,0.652266
-176.0,10,0.653482
-121.0,10,0.654687
-84.0,10,0.655919
-150.0,10,0.657138
-78.0,10,0.658351
-51.0,10,0.659579
-70.0,10,0.660781
-81.0,10,0.661996
-181.0,10,0.663243
-229.0,10,0.664457
-124.0,10,0.665671
-161.0,10,0.666876
-86.0,10,0.668085
-84.0,10,0.669298
-171.0,10,0.670527
-9.0,10,0.671745
