#{"t_start": 1784594961.280729, "env_id": "None"}
r,l,t
-157.0,10,0.002504
-111.0,10,0.002848
-79.0,10,0.003205
-148.0,10,0.003551
-68.0,10,0.004199
-71.0,10,0.004517
-96.0,10,0.004845
-221.0,10,0.005156
-79.0,10,0.005762
-233.0,10,0.006107
-37.0,10,0.006446
-112.0,10,0.006763
-98.0,10,0.007343
-90.0,10,0.00767
-206.0,10,0.00802
-156.0,10,0.008345
-117.0,10,0.008968
-119.0,10,0.009292
-32.0,10,0.00963
-59.0,10,0.009947
15.0,10,0.010498
-81.0,10,0.010831
-124.0,10,0.01117
3.0,10,0.011525
-56.0,10,0.012121
-92.0,10,0.012448
-105.0,10,0.012788
-133.0,10,0.013117
-117.0,10,0.013737
-185.0,10,0.014069
-44.0,10,0.014411
-123.0,10,0.01473
-47.0,10,0.015337
-137.0,10,0.01565
-179.0,10,0.01598
-122.0,10,0.016292
-66.0,10,0.016857
-60.0,10,0.017176
-216.0,10,0.01752
-132.0,10,0.017857
-141.0,10,0.018413
-86.0,10,0.018734
-134.0,10,0.019063
-137.0,10,0.019374
-139.0,10,0.019933
-78.0,10,0.020253
-103.0,10,0.020592
-89.0,10,0.020911
-141.0,10,0.021469
-32.0,10,0.021788
-191.0,10,0.022227
-19.0,10,0.02255
-193.0,10,0.023118
-190.0,10,0.023439
26.0,10,0.023791
-176.0,10,0.02413
-147.0,10,0.024704
-97.0,10,0.025023
-114.0,10,0.025358
-167.0,10,0.0257
-127.0,10,0.026293
-239.0,10,0.026614
-189.0,10,0.026952
-119.0,10,0.027272
-187.0,10,0.027866
-240.0,10,0.028198
-91.0,10,0.028537
-54.0,10,0.02886
-83.0,10,0.029451
11.0,10,0.029773
-127.0,10,0.030108
28.0,10,0.030433
-54.0,10,0.03103
-14.0,10,0.031353
-24.0,10,0.031696
-63.0,10,0.032017
-59.0,10,0.032583
-13.0,10,0.032909
-141.0,10,0.033248
-74.0,10,0.033568
-64.0,10,0.034135
-76.0,10,0.034458
-228.0,10,0.034796
-164.0,10,0.035112
-151.0,10,0.035682
