#{"t_start": 1784595247.512306, "env_id": "None"}
r,l,t
-130.0,10,0.003172
-24.0,10,0.006413
-93.0,10,0.008537
-36.0,10,0.010623
-44.0,10,0.012678
-110.0,10,0.014805
-77.0,10,0.016902
-61.0,10,0.018927
-14.0,10,0.020945
-134.0,10,0.022973
28.0,10,0.024996
-68.0,10,0.027023
-226.0,10,0.029041
33.0,10,0.031084
-120.0,10,0.03309
-203.0,10,0.035131
-96.0,10,0.037148
23.0,10,0.039144
-103.0,10,0.041143
-136.0,10,0.043137
-205.0,10,0.045129
-117.0,10,0.047134
-159.0,10,0.049157
-96.0,10,0.05113
-118.0,10,0.053121
-56.0,10,0.055122
-169.0,10,0.057155
-211.0,10,0.059186
-96.0,10,0.061201
-158.0,10,0.063213
-149.0,10,0.065236
-96.0,10,0.067219
-109.0,10,0.069209
-64.0,10,0.071292
-74.0,10,0.073316
-194.0,10,0.075349
-22.0,10,0.077362
-75.0,10,0.07939
-157.0,10,0.081388
-81.0,10,0.083382
-1.0,10,0.08542
61.0,10,0.087439
-44.0,10,0.089446
-134.0,10,0.091471
4.0,10,0.093493
-241.0,10,0.095501
-94.0,10,0.097573
-44.0,10,0.099597
-107.0,10,0.101597
-102.0,10,0.10365
-166.0,10,0.105677
-24.0,10,0.107715
-48.0,10,0.109736
14.0,10,0.111776
-23.0,10,0.113793
-54.0,10,0.115794
-61.0,10,0.11782
-126.0,10,0.119816
-17.0,10,0.12182
-73.0,10,0.123846
2.0,10,0.125847
-64.0,10,0.12788
-188.0,10,0.12994
-62.0,10,0.131975
-112.0,10,0.133988
-7.0,10,0.135986
-115.0,10,0.137994
-94.0,10,0.139995
-90.0,10,0.142045
-7.0,10,0.144054
-65.0,10,0.146063
-37.0,10,0.148065
-68.0,10,0.15008
-91.0,10,0.152065
-130.0,10,0.154064
-45.0,10,0.156061
-42.0,10,0.158052
-114.0,10,0.160043
-139.0,10,0.162022
-59.0,10,0.164027
-53.0,10,0.166041
-65.0,10,0.168029
37.0,10,0.170024
-107.0,10,0.172032
26.0,10,0.174023
-26.0,10,0.176017
-66.0,10,0.178036
-47.0,10,0.180031
-39.0,10,0.182035
-81.0,10,0.184069
-103.0,10,0.186091
-51.0,10,0.188096
-125.0,10,0.190103
-70.0,10,0.19212
-31.0,10,0.194143
-47.0,10,0.196138
-119.0,10,0.198204
-64.0,10,0.200195
-34.0,10,0.202198
-11.0,10,0.204205
-143.0,10,0.207082
-46.0,10,0.209148
-68.0,10,0.21121
-35.0,10,0.213218
-76.0,10,0.215249
95.0,10,0.217265
-82.0,10,0.219286
-91.0,10,0.221292
-70.0,10,0.223319
-7.0,10,0.225327
137.0,10,0.227342
-71.0,10,0.229345
-27.0,10,0.231408
-128.0,10,0.233423
-68.0,10,0.235462
-37.0,10,0.237479
-152.0,10,0.23948
-59.0,10,0.241469
-51.0,10,0.243488
16.0,10,0.245493
-84.0,10,0.247498
-176.0,10,0.249486
-34.0,10,0.251464
-24.0,10,0.253485
-126.0,10,0.255473
-107.0,10,0.257459
-11.0,10,0.259484
-56.0,10,0.261472
-34.0,10,0.263469
-78.0,10,0.265496
-101.0,10,0.267498
-4.0,10,0.269509
-97.0,10,0.271508
-36.0,10,0.273521
-2.0,10,0.275523
-103.0,10,0.277556
135.0,10,0.27957
-17.0,10,0.281587
-13.0,10,0.283618
-125.0,10,0.285625
-19.0,10,0.287625
-44.0,10,0.289617
-84.0,10,0.291618
94.0,10,0.29362
14.0,10,0.295624
-14.0,10,0.297723
-56.0,10,0.299722
21.0,10,0.301713
44.0,10,0.303702
-25.0,10,0.305687
-49.0,10,0.307681
-117.0,10,0.309683
-89.0,10,0.311744
-70.0,10,0.313759
-101.0,10,0.315785
-61.0,10,0.317803
-146.0,10,0.319823
56.0,10,0.321827
-109.0,10,0.323839
-124.0,10,0.325834
-100.0,10,0.327825
4.0,10,0.329841
-109.0,10,0.331911
22.0,10,0.333901
-64.0,10,0.335894
14.0,10,0.337953
-94.0,10,0.339989
16.0,10,0.342003
-109.0,10,0.343999
-69.0,10,0.345994
42.0,10,0.347991
-84.0,10,0.349991
-88.0,10,0.352001
-33.0,10,0.353991
-11.0,10,0.355973
-33.0,10,0.357988
-49.0,10,0.36001
-77.0,10,0.362015
-123.0,10,0.364042
-59.0,10,0.36607
-11.0,10,0.368076
-16.0,10,0.370066
31.0,10,0.372059
-3.0,10,0.374054
-25.0,10,0.376029
-68.0,10,0.378052
-40.0,10,0.380068
-54.0,10,0.382083
-58.0,10,0.384093
-66.0,10,0.386094
-21.0,10,0.388107
-28.0,10,0.390109
68.0,10,0.392115
14.0,10,0.394107
5.0,10,0.396115
-23.0,10,0.398108
26.0,10,0.4001
-56.0,10,0.402098
-40.0,10,0.404237
-46.0,10,0.406512
-8.0,10,0.409573
-40.0,10,0.411679
19.0,10,0.413807
-40.0,10,0.415887
-44.0,10,0.41798
9.0,10,0.420044
-71.0,10,0.422075
-55.0,10,0.424112
-12.0,10,0.426142
14.0,10,0.428147
