#{"t_start": 1784595205.9569569, "env_id": "None"}
r,l,t
-25.0,10,0.004164
53.0,10,0.007179
-108.0,10,0.01006
-72.0,10,0.012944
-191.0,10,0.015755
-91.0,10,0.018558
-134.0,10,0.021351
42.0,10,0.024132
-11.0,10,0.026904
-159.0,10,0.029678
96.0,10,0.032487
-85.0,10,0.03527
-62.0,10,0.038024
-154.0,10,0.040775
-84.0,10,0.043536
-113.0,10,0.046261
-68.0,10,0.049069
-2.0,10,0.051836
15.0,10,0.054644
-71.0,10,0.057446
-78.0,10,0.060196
-114.0,10,0.062995
-54.0,10,0.065765
11.0,10,0.068541
-42.0,10,0.071305
-97.0,10,0.074063
-73.0,10,0.076825
-79.0,10,0.079636
-18.0,10,0.082379
39.0,10,0.08517
-41.0,10,0.088034
-51.0,10,0.090804
-112.0,10,0.093594
26.0,10,0.096375
-37.0,10,0.099132
-56.0,10,0.10188
-9.0,10,0.104659
-9.0,10,0.107405
-89.0,10,0.110191
-37.0,10,0.11295
16.0,10,0.115749
59.0,10,0.118497
-2.0,10,0.121249
-19.0,10,0.123982
-87.0,10,0.126717
84.0,10,0.129468
-12.0,10,0.132223
-60.0,10,0.135007
-137.0,10,0.137753
3.0,10,0.140484
-7.0,10,0.144057
-44.0,10,0.1469
-42.0,10,0.149665
-9.0,10,0.152414
-56.0,10,0.15519
-75.0,10,0.15792
-129.0,10,0.160663
-24.0,10,0.163417
50.0,10,0.166181
-5.0,10,0.168917
-57.0,10,0.171639
-269.0,10,0.174363
6.0,10,0.177148
-104.0,10,0.179899
4.0,10,0.18265
-79.0,10,0.185446
63.0,10,0.188225
-12.0,10,0.190962
-88.0,10,0.193725
-84.0,10,0.196435
9.0,10,0.1992
-14.0,10,0.201927
5.0,10,0.204651
103.0,10,0.207375
84.0,10,0.210101
-35.0,10,0.212854
26.0,10,0.215621
-72.0,10,0.218395
-9.0,10,0.22118
-7.0,10,0.223926
-96.0,10,0.226681
14.0,10,0.229422
12.0,10,0.232194
2.0,10,0.234979
-42.0,10,0.237727
98.0,10,0.240481
-47.0,10,0.24323
68.0,10,0.245999
-39.0,10,0.248751
-21.0,10,0.251504
-65.0,10,0.254362
37.0,10,0.257105
28.0,10,0.259869
38.0,10,0.262591
-67.0,10,0.265297
-53.0,10,0.268054
-120.0,10,0.270803
25.0,10,0.273549
-61.0,10,0.276319
45.0,10,0.279053
-14.0,10,0.282727
-44.0,10,0.285525
-7.0,10,0.28827
-120.0,10,0.291032
10.0,10,0.293794
-38.0,10,0.296559
-28.0,10,0.299332
-66.0,10,0.302101
-88.0,10,0.304864
-128.0,10,0.30761
-38.0,10,0.310369
114.0,10,0.313139
56.0,10,0.315899
-88.0,10,0.318664
-79.0,10,0.321442
-88.0,10,0.324197
7.0,10,0.326924
-47.0,10,0.329665
-3.0,10,0.332403
-19.0,10,0.335184
-39.0,10,0.337913
-61.0,10,0.340639
-16.0,10,0.343378
-33.0,10,0.346146
-144.0,10,0.34887
-19.0,10,0.351589
-230.0,10,0.354328
-21.0,10,0.357074
18.0,10,0.359838
0.0,10,0.362602
9.0,10,0.365409
-118.0,10,0.368191
56.0,10,0.370922
32.0,10,0.37367
9.0,10,0.376425
-32.0,10,0.379213
-54.0,10,0.38197
-35.0,10,0.38473
-19.0,10,0.387551
-86.0,10,0.390301
61.0,10,0.393042
10.0,10,0.395809
8.0,10,0.39854
-37.0,10,0.40132
44.0,10,0.40403
23.0,10,0.406774
-25.0,10,0.409505
33.0,10,0.412238
-66.0,10,0.414949
98.0,10,0.41769
-66.0,10,0.421294
-3.0,10,0.424037
-67.0,10,0.426755
51.0,10,0.429472
79.0,10,0.432213
11.0,10,0.434973
-9.0,10,0.43774
-84.0,10,0.440479
-117.0,10,0.443202
-2.0,10,0.445955
-60.0,10,0.448708
27.0,10,0.451449
-5.0,10,0.454248
15.0,10,0.456989
-37.0,10,0.459722
-44.0,10,0.462448
45.0,10,0.465182
44.0,10,0.467918
-50.0,10,0.470654
74.0,10,0.473438
-12.0,10,0.476179
61.0,10,0.478895
54.0,10,0.481644
-36.0,10,0.484389
-71.0,10,0.48717
1.0,10,0.489891
28.0,10,0.492655
114.0,10,0.495421
-19.0,10,0.498192
59.0,10,0.500955
22.0,10,0.503691
-49.0,10,0.506461
-112.0,10,0.509195
96.0,10,0.511962
43.0,10,0.514689
-47.0,10,0.517438
-82.0,10,0.5202
-68.0,10,0.522923
29.0,10,0.525672
23.0,10,0.52842
-100.0,10,0.53117
-5.0,10,0.533959
-26.0,10,0.536707
-44.0,10,0.539445
-95.0,10,0.542165
-14.0,10,0.544886
15.0,10,0.547637
3.0,10,0.550357
54.0,10,0.5531
37.0,10,0.555842
-50.0,10,0.559512
108.0,10,0.562271
-31.0,10,0.564997
-30.0,10,0.567754
68.0,10,0.570492
-23.0,10,0.573251
21.0,10,0.575997
-14.0,10,0.578779
10.0,10,0.581563
-84.0,10,0.584302
63.0,10,0.587117
-20.0,10,0.589853
-23.0,10,0.592596
15.0,10,0.595339
12.0,10,0.598075
-39.0,10,0.600836
16.0,10,0.603559
0.0,10,0.606269
4.0,10,0.609022
-2.0,10,0.611766
-69.0,10,0.614511
9.0,10,0.617242
-72.0,10,0.619992
74.0,10,0.622754
56.0,10,0.625511
51.0,10,0.62826
-61.0,10,0.630991
44.0,10,0.633761
