#{"t_start": 1784595091.3557131, "env_id": "None"}
r,l,t
-86.0,10,0.004213
-99.0,10,0.005481
-104.0,10,0.006743
-83.0,10,0.00798
-31.0,10,0.00923
-190.0,10,0.010518
-23.0,10,0.011744
38.0,10,0.012983
-189.0,10,0.014222
-197.0,10,0.015446
-116.0,10,0.016683
-44.0,10,0.01794
-171.0,10,0.019174
-131.0,10,0.020406
-148.0,10,0.021635
-128.0,10,0.022853
-180.0,10,0.024102
-129.0,10,0.025327
-26.0,10,0.026543
-153.0,10,0.027779
-164.0,10,0.029002
-171.0,10,0.030216
34.0,10,0.031435
-4.0,10,0.032671
-42.0,10,0.033916
-89.0,10,0.035127
14.0,10,0.036358
-59.0,10,0.037601
-43.0,10,0.039248
-49.0,10,0.040492
-141.0,10,0.041747
-153.0,10,0.042973
-160.0,10,0.04419
-109.0,10,0.04541
-33.0,10,0.046635
-111.0,10,0.047845
-113.0,10,0.04907
-33.0,10,0.050289
-41.0,10,0.051501
-169.0,10,0.05272
-29.0,10,0.05397
-68.0,10,0.055178
-97.0,10,0.056389
-132.0,10,0.057608
-151.0,10,0.058825
-166.0,10,0.060036
-94.0,10,0.061252
-124.0,10,0.062464
-108.0,10,0.063678
-60.0,10,0.064883
-55.0,10,0.066106
-178.0,10,0.06731
-107.0,10,0.068516
-103.0,10,0.069721
-46.0,10,0.070969
-43.0,10,0.072208
-208.0,10,0.073437
-141.0,10,0.074648
78.0,10,0.075866
-107.0,10,0.077098
-133.0,10,0.078351
-76.0,10,0.079561
-131.0,10,0.08079
-134.0,10,0.08199
-67.0,10,0.083211
-144.0,10,0.084414
-193.0,10,0.085622
-114.0,10,0.086882
-146.0,10,0.088133
-62.0,10,0.089335
-156.0,10,0.090535
-112.0,10,0.091736
-66.0,10,0.092945
-100.0,10,0.094161
-243.0,10,0.09538
-134.0,10,0.096633
-56.0,10,0.097863
-58.0,10,0.099071
-112.0,10,0.100302
-63.0,10,0.101508
-128.0,10,0.102714
-202.0,10,0.103986
-186.0,10,0.105197
-122.0,10,0.106408
-31.0,10,0.107612
-140.0,10,0.108828
-105.0,10,0.110064
-116.0,10,0.11127
-119.0,10,0.112488
-167.0,10,0.113726
-83.0,10,0.114943
-56.0,10,0.116147
-86.0,10,0.117349
-2.0,10,0.118556
-278.0,10,0.119811
-210.0,10,0.121049
-263.0,10,0.12226
